name,filter_object,graphql_object,llm_result,consortium
SCA negative HR,"{""value"": [{""value"": {""consortium"": {""__type"": ""OPTION"", ""selectedValues"": [""INRG""]}, ""year_at_disease_phase"": {""__type"": ""RANGE"", ""lowerBound"": 2001, ""upperBound"": 2014}, ""disease_phase:Initial Diagnosis"": {""value"": {""stagings.stage"": {""__type"": ""OPTION"", ""selectedValues"": [""Stage 4""]}, ""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""selectedValues"": [""11q deletion""]}, ""tumor_assessments.age_at_tumor_assessment"": {""__type"": ""RANGE"", ""lowerBound"": 547, ""upperBound"": 10610}, ""molecular_analysis.molecular_abnormality_result"": {""__type"": ""OPTION"", ""selectedValues"": [""Absent""]}}, ""__type"": ""ANCHORED""}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}, {""value"": {""consortium"": {""__type"": ""OPTION"", ""selectedValues"": [""INRG""]}, ""year_at_disease_phase"": {""__type"": ""RANGE"", ""lowerBound"": 2001, ""upperBound"": 2014}, ""disease_phase:Initial Diagnosis"": {""value"": {""stagings.stage"": {""__type"": ""OPTION"", ""selectedValues"": [""Stage 4""]}, ""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""selectedValues"": [""1p deletion""]}, ""tumor_assessments.age_at_tumor_assessment"": {""__type"": ""RANGE"", ""lowerBound"": 547, ""upperBound"": 10610}, ""molecular_analysis.molecular_abnormality_result"": {""__type"": ""OPTION"", ""selectedValues"": [""Absent""]}}, ""__type"": ""ANCHORED""}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}, {""value"": {""consortium"": {""__type"": ""OPTION"", ""selectedValues"": [""INRG""]}, ""year_at_disease_phase"": {""__type"": ""RANGE"", ""lowerBound"": 2001, ""upperBound"": 2014}, ""disease_phase:Initial Diagnosis"": {""value"": {""stagings.stage"": {""__type"": ""OPTION"", ""selectedValues"": [""Stage 4""]}, ""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""selectedValues"": [""MYCN Amplification""]}, ""tumor_assessments.age_at_tumor_assessment"": {""__type"": ""RANGE"", ""lowerBound"": 547, ""upperBound"": 10610}, ""molecular_analysis.molecular_abnormality_result"": {""__type"": ""OPTION"", ""selectedValues"": [""Absent""]}}, ""__type"": ""ANCHORED""}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}], ""__type"": ""COMPOSED"", ""__combineMode"": ""AND""}","{""AND"": [{""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""AND"": [{""GTE"": {""year_at_disease_phase"": 2001}}, {""LTE"": {""year_at_disease_phase"": 2014}}]}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""molecular_abnormality"": [""11q deletion""]}}, {""IN"": {""molecular_abnormality_result"": [""Absent""]}}]}]}], ""path"": ""molecular_analysis""}}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""stage"": [""Stage 4""]}}]}]}], ""path"": ""stagings""}}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""AND"": [{""GTE"": {""age_at_tumor_assessment"": 547}}, {""LTE"": {""age_at_tumor_assessment"": 10610}}]}]}]}], ""path"": ""tumor_assessments""}}]}, {""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""AND"": [{""GTE"": {""year_at_disease_phase"": 2001}}, {""LTE"": {""year_at_disease_phase"": 2014}}]}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""molecular_abnormality"": [""1p deletion""]}}, {""IN"": {""molecular_abnormality_result"": [""Absent""]}}]}]}], ""path"": ""molecular_analysis""}}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""stage"": [""Stage 4""]}}]}]}], ""path"": ""stagings""}}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""AND"": [{""GTE"": {""age_at_tumor_assessment"": 547}}, {""LTE"": {""age_at_tumor_assessment"": 10610}}]}]}]}], ""path"": ""tumor_assessments""}}]}, {""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""AND"": [{""GTE"": {""year_at_disease_phase"": 2001}}, {""LTE"": {""year_at_disease_phase"": 2014}}]}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""molecular_abnormality"": [""MYCN Amplification""]}}, {""IN"": {""molecular_abnormality_result"": [""Absent""]}}]}]}], ""path"": ""molecular_analysis""}}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""stage"": [""Stage 4""]}}]}]}], ""path"": ""stagings""}}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""AND"": [{""GTE"": {""age_at_tumor_assessment"": 547}}, {""LTE"": {""age_at_tumor_assessment"": 10610}}]}]}]}], ""path"": ""tumor_assessments""}}]}]}","The cohort consists of patients from the INRG consortium who were initially diagnosed with Stage 4 disease between the years 2001 and 2014. The patients included in the study were assessed for tumors at ages ranging from 547 days to 10,610 days. The cohort is divided into three groups based on molecular abnormalities: those with 11q deletion, 1p deletion, and MYCN amplification. In all cases, the molecular abnormality result was absent.",_none
Metastatic Neuroblastoma,"{""value"": {""stagings.stage"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Stage 4""]}, ""histologies.histology"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}, ""stagings.stage_system"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INSS""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""nested"": {""AND"": [{""IN"": {""histology"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}}], ""path"": ""histologies""}}, {""nested"": {""AND"": [{""IN"": {""stage_system"": [""INSS""]}}, {""IN"": {""stage"": [""Stage 4""]}}], ""path"": ""stagings""}}]}",The cohort consists of individuals diagnosed with Neuroblastoma (Schwannian Stroma-Poor) who are classified as Stage 4 according to the INSS staging system.,_none
StJude,"{""value"": {""data_contributor_id"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""SJCRH""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""IN"": {""data_contributor_id"": [""SJCRH""]}}]}",The cohort consists of participants whose data was contributed by the St. Jude Children's Research Hospital (SJCRH).,_none
Kirk-1p-deletion,"{""value"": {""histologies.histology"": {""__type"": ""OPTION"", ""selectedValues"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}, ""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""selectedValues"": [""1p deletion""]}, ""molecular_analysis.molecular_abnormality_result"": {""__type"": ""OPTION"", ""selectedValues"": [""Present""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""nested"": {""AND"": [{""IN"": {""histology"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}}], ""path"": ""histologies""}}, {""nested"": {""AND"": [{""IN"": {""molecular_abnormality"": [""1p deletion""]}}, {""IN"": {""molecular_abnormality_result"": [""Present""]}}], ""path"": ""molecular_analysis""}}]}","The cohort consists of individuals diagnosed with Neuroblastoma (Schwannian Stroma-Poor) who also exhibit a 1p deletion molecular abnormality, with the abnormality confirmed as present.",_none
ERMS - male,"{""value"": {""sex"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Male""]}, ""histologies.histology"": {""__type"": ""OPTION"", ""selectedValues"": [""Embryonal rhabdomyosarcoma (ERMS)""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""IN"": {""sex"": [""Male""]}}, {""nested"": {""AND"": [{""IN"": {""histology"": [""Embryonal rhabdomyosarcoma (ERMS)""]}}], ""path"": ""histologies""}}]}",The cohort consists of male individuals diagnosed with embryonal rhabdomyosarcoma (ERMS).,_none
ARMS <50% necrosis,"{""value"": {""histologies.histology"": {""__type"": ""OPTION"", ""isExclusion"": true, ""selectedValues"": [""Alveolar rhabdomyosarcoma (ARMS)""]}, ""tumor_assessments.necrosis"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""<50% Necrosis""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""nested"": {""AND"": [{""AND"": [{""!="": {""histology"": ""Alveolar rhabdomyosarcoma (ARMS)""}}]}], ""path"": ""histologies""}}, {""nested"": {""AND"": [{""IN"": {""necrosis"": [""<50% Necrosis""]}}], ""path"": ""tumor_assessments""}}]}",The cohort includes patients whose tumors exhibit less than 50% necrosis. Patients with a histological diagnosis of Alveolar rhabdomyosarcoma (ARMS) are excluded from the cohort.,_none
FOXO1-PAX7,"{""value"": {""histologies.histology"": {""__type"": ""OPTION"", ""selectedValues"": [""Alveolar rhabdomyosarcoma (ARMS)""]}, ""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""selectedValues"": [""FOXO1-PAX7 fusion""]}, ""molecular_analysis.molecular_abnormality_result"": {""__type"": ""OPTION"", ""selectedValues"": [""Present""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""nested"": {""AND"": [{""IN"": {""histology"": [""Alveolar rhabdomyosarcoma (ARMS)""]}}], ""path"": ""histologies""}}, {""nested"": {""AND"": [{""IN"": {""molecular_abnormality"": [""FOXO1-PAX7 fusion""]}}, {""IN"": {""molecular_abnormality_result"": [""Present""]}}], ""path"": ""molecular_analysis""}}]}",The cohort consists of individuals diagnosed with alveolar rhabdomyosarcoma (ARMS) who have a molecular analysis showing the presence of the FOXO1-PAX7 fusion abnormality.,_none
1pp del OR 11q del,"{""value"": [{""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""disease_phase:Initial Diagnosis"": {""value"": {""histologies.histology"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}, ""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""1p deletion""]}, ""molecular_analysis.molecular_abnormality_result"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Present""]}}, ""__type"": ""ANCHORED""}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}, {""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""disease_phase:Initial Diagnosis"": {""value"": {""histologies.histology"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}, ""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""11q deletion""]}, ""molecular_analysis.molecular_abnormality_result"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Present""]}}, ""__type"": ""ANCHORED""}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}], ""__type"": ""COMPOSED"", ""__combineMode"": ""OR""}","{""OR"": [{""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""histology"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}}]}]}], ""path"": ""histologies""}}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""molecular_abnormality"": [""1p deletion""]}}, {""IN"": {""molecular_abnormality_result"": [""Present""]}}]}]}], ""path"": ""molecular_analysis""}}]}, {""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""histology"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}}]}]}], ""path"": ""histologies""}}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""molecular_abnormality"": [""11q deletion""]}}, {""IN"": {""molecular_abnormality_result"": [""Present""]}}]}]}], ""path"": ""molecular_analysis""}}]}]}",The cohort consists of patients from the INRG consortium who were at the initial diagnosis phase. These patients have a histological diagnosis of Neuroblastoma (Schwannian Stroma-Poor). The cohort includes two groups based on molecular abnormalities: one group with a 1p deletion present and another group with an 11q deletion present.,_none
Composed: ARMS Male OR Fem,"{""value"": [{""value"": {""sex"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Female""]}, ""histologies.histology"": {""__type"": ""OPTION"", ""selectedValues"": [""Alveolar rhabdomyosarcoma (ARMS)""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}, {""value"": {""sex"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Male""]}, ""histologies.histology"": {""__type"": ""OPTION"", ""selectedValues"": [""Alveolar rhabdomyosarcoma (ARMS)""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}], ""__type"": ""COMPOSED"", ""__combineMode"": ""OR""}","{""OR"": [{""AND"": [{""IN"": {""sex"": [""Female""]}}, {""nested"": {""AND"": [{""IN"": {""histology"": [""Alveolar rhabdomyosarcoma (ARMS)""]}}], ""path"": ""histologies""}}]}, {""AND"": [{""IN"": {""sex"": [""Male""]}}, {""nested"": {""AND"": [{""IN"": {""histology"": [""Alveolar rhabdomyosarcoma (ARMS)""]}}], ""path"": ""histologies""}}]}]}","The cohort consists of individuals diagnosed with alveolar rhabdomyosarcoma (ARMS), including both females and males. The selection criteria require that participants have a histological diagnosis of ARMS, and they can be of either sex, female or male.",_none
1990-2002 4N,"{""value"": [{""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""year_at_disease_phase"": {""__type"": ""RANGE"", ""lowerBound"": 1990, ""upperBound"": 2002}, ""disease_phase:Initial Diagnosis"": {""value"": {""stagings.stage"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Stage 4""]}, ""tumor_assessments.tumor_site"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Lymph Nodes""]}, ""tumor_assessments.tumor_state"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Present""]}, ""tumor_assessments.tumor_classification"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Metastatic""]}}, ""__type"": ""ANCHORED""}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}, {""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""year_at_disease_phase"": {""__type"": ""RANGE"", ""lowerBound"": 1990, ""upperBound"": 2002}, ""disease_phase:Initial Diagnosis"": {""value"": {""stagings.stage"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Stage 4""]}, ""tumor_assessments.tumor_site"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Bone""]}, ""tumor_assessments.tumor_state"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Absent""]}, ""tumor_assessments.tumor_classification"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Metastatic""]}}, ""__type"": ""ANCHORED""}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}, {""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""year_at_disease_phase"": {""__type"": ""RANGE"", ""lowerBound"": 1990, ""upperBound"": 2002}, ""disease_phase:Initial Diagnosis"": {""value"": {""stagings.stage"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Stage 4""]}, ""tumor_assessments.tumor_site"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Bone Marrow""]}, ""tumor_assessments.tumor_state"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Absent""]}, ""tumor_assessments.tumor_classification"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Metastatic""]}}, ""__type"": ""ANCHORED""}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}, {""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""year_at_disease_phase"": {""__type"": ""RANGE"", ""lowerBound"": 1990, ""upperBound"": 2002}, ""disease_phase:Initial Diagnosis"": {""value"": {""stagings.stage"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Stage 4""]}, ""tumor_assessments.tumor_site"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Central Nervous System""]}, ""tumor_assessments.tumor_state"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Absent""]}, ""tumor_assessments.tumor_classification"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Metastatic""]}}, ""__type"": ""ANCHORED""}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}, {""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""year_at_disease_phase"": {""__type"": ""RANGE"", ""lowerBound"": 1990, ""upperBound"": 2002}, ""disease_phase:Initial Diagnosis"": {""value"": {""stagings.stage"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Stage 4""]}, ""tumor_assessments.tumor_site"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Liver""]}, ""tumor_assessments.tumor_state"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Absent""]}, ""tumor_assessments.tumor_classification"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Metastatic""]}}, ""__type"": ""ANCHORED""}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}, {""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""year_at_disease_phase"": {""__type"": ""RANGE"", ""lowerBound"": 1990, ""upperBound"": 2002}, ""disease_phase:Initial Diagnosis"": {""value"": {""stagings.stage"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Stage 4""]}, ""tumor_assessments.tumor_site"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Lung""]}, ""tumor_assessments.tumor_state"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Absent""]}, ""tumor_assessments.tumor_classification"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Metastatic""]}}, ""__type"": ""ANCHORED""}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}], ""__type"": ""COMPOSED"", ""__combineMode"": ""AND""}","{""AND"": [{""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""AND"": [{""GTE"": {""year_at_disease_phase"": 1990}}, {""LTE"": {""year_at_disease_phase"": 2002}}]}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""stage"": [""Stage 4""]}}]}]}], ""path"": ""stagings""}}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""tumor_site"": [""Lymph Nodes""]}}, {""IN"": {""tumor_state"": [""Present""]}}, {""IN"": {""tumor_classification"": [""Metastatic""]}}]}]}], ""path"": ""tumor_assessments""}}]}, {""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""AND"": [{""GTE"": {""year_at_disease_phase"": 1990}}, {""LTE"": {""year_at_disease_phase"": 2002}}]}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""stage"": [""Stage 4""]}}]}]}], ""path"": ""stagings""}}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""tumor_site"": [""Bone""]}}, {""IN"": {""tumor_state"": [""Absent""]}}, {""IN"": {""tumor_classification"": [""Metastatic""]}}]}]}], ""path"": ""tumor_assessments""}}]}, {""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""AND"": [{""GTE"": {""year_at_disease_phase"": 1990}}, {""LTE"": {""year_at_disease_phase"": 2002}}]}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""stage"": [""Stage 4""]}}]}]}], ""path"": ""stagings""}}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""tumor_site"": [""Bone Marrow""]}}, {""IN"": {""tumor_state"": [""Absent""]}}, {""IN"": {""tumor_classification"": [""Metastatic""]}}]}]}], ""path"": ""tumor_assessments""}}]}, {""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""AND"": [{""GTE"": {""year_at_disease_phase"": 1990}}, {""LTE"": {""year_at_disease_phase"": 2002}}]}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""stage"": [""Stage 4""]}}]}]}], ""path"": ""stagings""}}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""tumor_site"": [""Central Nervous System""]}}, {""IN"": {""tumor_state"": [""Absent""]}}, {""IN"": {""tumor_classification"": [""Metastatic""]}}]}]}], ""path"": ""tumor_assessments""}}]}, {""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""AND"": [{""GTE"": {""year_at_disease_phase"": 1990}}, {""LTE"": {""year_at_disease_phase"": 2002}}]}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""stage"": [""Stage 4""]}}]}]}], ""path"": ""stagings""}}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""tumor_site"": [""Liver""]}}, {""IN"": {""tumor_state"": [""Absent""]}}, {""IN"": {""tumor_classification"": [""Metastatic""]}}]}]}], ""path"": ""tumor_assessments""}}]}, {""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""AND"": [{""GTE"": {""year_at_disease_phase"": 1990}}, {""LTE"": {""year_at_disease_phase"": 2002}}]}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""stage"": [""Stage 4""]}}]}]}], ""path"": ""stagings""}}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""tumor_site"": [""Lung""]}}, {""IN"": {""tumor_state"": [""Absent""]}}, {""IN"": {""tumor_classification"": [""Metastatic""]}}]}]}], ""path"": ""tumor_assessments""}}]}]}","The cohort consists of patients from the INRG consortium who were initially diagnosed with Stage 4 metastatic disease between 1990 and 2002. The selection criteria include patients with tumors assessed at various sites: those with present tumors in the lymph nodes, and those with absent tumors in the bone, bone marrow, central nervous system, liver, and lung. All patients have metastatic tumor classification.",_none
